,Unnamed: 0,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
154,404,1,2018-12-31T23:56:18.000,2019-01-01T00:01:04.000,1,0.9,1,N,75,74,4,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-28
155,405,2,2018-12-31T23:56:18.000,2018-12-31T23:58:45.000,1,0.59,1,N,260,226,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,Noida sec-81
156,406,2,2018-12-31T23:56:17.000,2019-01-01T00:19:41.000,1,4.83,1,N,234,142,1,19.0,0.5,0.5,1.0,0.0,0.3,21.3,Noida Sec-34
157,407,2,2018-12-31T23:56:15.000,2019-01-01T00:28:04.000,1,25.6,1,N,132,174,2,67.0,0.5,0.5,0.0,5.76,0.3,74.06,Noida Sec-8
158,408,1,2018-12-31T23:56:15.000,2019-01-01T00:00:32.000,2,0.4,1,N,48,163,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-6
159,409,2,2018-12-31T23:56:14.000,2018-12-31T23:58:23.000,2,0.37,1,N,90,249,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-42
160,410,1,2018-12-31T23:56:12.000,2019-01-01T00:15:14.000,1,3.3,1,N,244,159,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-39
161,411,2,2018-12-31T23:56:11.000,2018-12-31T23:57:25.000,4,0.46,1,N,90,68,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0,Noida Sec-42
162,412,2,2018-12-31T23:56:11.000,2019-01-01T00:07:21.000,1,2.07,1,N,231,68,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-20
163,413,1,2018-12-31T23:56:10.000,2019-01-01T00:14:10.000,1,3.6,1,N,170,239,1,15.5,0.5,0.5,5.0,0.0,0.3,21.8,Noida Sec-5
164,414,1,2018-12-31T23:56:09.000,2019-01-01T00:00:41.000,2,0.7,1,N,249,90,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,Noida Sec-9
165,415,2,2018-12-31T23:56:08.000,2019-01-01T00:22:19.000,1,6.3,1,N,239,239,1,22.0,0.5,0.5,6.99,0.0,0.3,30.29,Noida Sec-27
166,416,1,2018-12-31T23:56:08.000,2018-12-31T23:59:51.000,2,0.7,1,N,141,141,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,Noida Sec-25
167,417,2,2018-12-31T23:56:07.000,2019-01-01T00:02:46.000,1,0.73,1,N,68,246,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,Noida Sec-22
168,418,2,2018-12-31T23:56:06.000,2019-01-01T00:25:27.000,2,6.83,1,N,161,17,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,Noida Sec-3
169,419,2,2018-12-31T23:56:06.000,2018-12-31T23:56:48.000,2,0.1,1,N,234,164,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-34
170,420,2,2018-12-31T23:56:05.000,2019-01-01T00:22:47.000,5,1.93,1,N,161,113,1,16.5,0.5,0.5,5.34,0.0,0.3,23.14,Noida Sec-3
171,421,2,2018-12-31T23:56:05.000,2019-01-01T00:00:46.000,1,1.91,1,N,262,74,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-41
172,422,2,2018-12-31T23:56:05.000,2018-12-31T23:57:51.000,1,0.41,1,N,41,42,1,3.5,0.5,0.5,3.3,0.0,0.3,8.1,Noida Sec-46
173,423,1,2018-12-31T23:56:05.000,2019-01-01T00:08:42.000,0,1.9,1,N,158,48,1,10.0,0.5,0.5,5.0,0.0,0.3,16.3,Noida Sec-24
174,424,2,2018-12-31T23:56:01.000,2019-01-01T00:02:11.000,6,0.92,1,N,79,107,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49,Noida Sec-4
175,425,1,2018-12-31T23:56:00.000,2019-01-01T00:14:26.000,2,2.5,1,N,246,233,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,Noida Sec-33
176,426,2,2018-12-31T23:55:59.000,2019-01-01T00:07:40.000,2,1.57,1,N,68,90,1,9.0,0.5,0.5,2.58,0.0,0.3,12.88,Noida Sec-22
177,427,1,2018-12-31T23:55:57.000,2019-01-01T00:13:14.000,1,4.3,1,N,263,152,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-7
178,428,1,2018-12-31T23:55:56.000,2019-01-01T00:03:13.000,2,0.4,1,N,162,161,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-19
179,429,2,2018-12-31T23:55:56.000,2019-01-01T00:02:28.000,3,0.32,1,N,100,68,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-63
180,430,2,2018-12-31T23:55:55.000,2019-01-01T00:01:25.000,1,1.2,1,N,151,238,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-32
181,431,1,2018-12-31T23:55:53.000,2018-12-31T23:56:16.000,1,0.0,5,N,162,162,1,30.0,0.0,0.0,1.5,0.0,0.3,31.8,Noida Sec-19
182,432,2,2018-12-31T23:55:53.000,2019-01-01T00:07:30.000,1,1.13,1,N,170,162,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-5
183,433,1,2018-12-31T23:55:52.000,2019-01-01T00:23:34.000,1,6.3,1,N,234,83,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,Noida Sec-34
184,434,2,2018-12-31T23:55:52.000,2019-01-01T00:06:18.000,1,6.02,1,N,132,28,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-8
185,435,1,2018-12-31T23:55:52.000,2018-12-31T23:59:43.000,1,1.0,1,N,141,237,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-25
186,436,2,2018-12-31T23:55:52.000,2019-01-01T00:02:14.000,5,0.64,1,N,68,158,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-22
187,437,2,2018-12-31T23:55:50.000,2019-01-01T00:14:49.000,1,4.7,1,N,79,146,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,Noida Sec-4
188,438,2,2018-12-31T23:55:49.000,2019-01-01T00:02:14.000,1,2.44,1,N,142,166,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,Noida Sec-1
189,439,2,2018-12-31T23:55:49.000,2019-01-01T00:02:31.000,1,0.49,1,N,234,107,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,Noida Sec-34
190,440,2,2018-12-31T23:55:49.000,2019-01-01T00:07:03.000,1,1.93,1,N,246,234,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,Noida Sec-33
191,441,1,2018-12-31T23:55:46.000,2018-12-31T23:58:11.000,1,0.5,1,N,264,264,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-30
192,442,2,2018-12-31T23:55:45.000,2019-01-01T00:01:23.000,1,0.87,1,N,234,107,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-34
193,443,1,2018-12-31T23:55:42.000,2019-01-01T00:03:16.000,1,0.6,1,N,142,48,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,Noida Sec-1
194,444,1,2018-12-31T23:55:40.000,2018-12-31T23:59:26.000,1,0.9,1,N,50,48,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-17
195,445,2,2018-12-31T23:55:39.000,2018-12-31T23:59:15.000,1,0.92,1,N,263,75,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,Noida Sec-7
196,446,1,2018-12-31T23:55:38.000,2019-01-01T00:16:37.000,1,6.1,1,N,4,7,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,Noida sec-71
197,447,1,2018-12-31T23:55:37.000,2019-01-01T00:05:11.000,1,1.2,1,N,79,246,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,Noida Sec-4
198,448,2,2018-12-31T23:55:37.000,2019-01-01T00:04:01.000,1,2.56,1,N,237,74,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-2
199,449,2,2018-12-31T23:55:36.000,2018-12-31T23:57:56.000,2,0.21,1,N,79,79,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,Noida Sec-4
200,450,2,2018-12-31T23:55:34.000,2019-01-01T00:08:46.000,3,2.15,1,N,263,162,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-7
201,451,1,2018-12-31T23:55:33.000,2019-01-01T00:07:21.000,1,2.0,1,N,209,79,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-64
202,452,1,2018-12-31T23:55:33.000,2019-01-01T00:02:21.000,1,1.5,1,N,236,239,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,Noida Sec-10
203,453,1,2018-12-31T23:55:31.000,2018-12-31T23:59:14.000,1,0.5,1,N,143,239,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,Noida Sec-52
204,454,2,2018-12-31T23:55:31.000,2018-12-31T23:58:06.000,1,0.57,1,N,186,90,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89,Noida Sec-23
205,455,1,2018-12-31T23:55:29.000,2019-01-01T00:15:25.000,1,3.3,1,N,116,247,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-40
206,456,1,2018-12-31T23:55:28.000,2018-12-31T23:59:25.000,1,0.2,1,N,170,170,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,Noida Sec-5
207,457,1,2018-12-31T23:55:27.000,2019-01-01T00:23:18.000,1,5.7,1,N,166,170,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,Noida Sec-36
208,458,2,2018-12-31T23:55:27.000,2019-01-01T00:32:36.000,1,17.39,1,N,50,172,1,49.0,0.5,0.5,16.9,17.28,0.3,84.48,Noida Sec-17
209,459,2,2018-12-31T23:55:24.000,2019-01-01T00:06:38.000,1,2.26,1,N,79,231,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,Noida Sec-4
210,460,2,2018-12-31T23:55:24.000,2018-12-31T23:58:03.000,2,0.51,1,N,229,229,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-18
211,461,1,2018-12-31T23:55:23.000,2019-01-01T00:05:26.000,0,3.8,1,N,263,226,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,Noida Sec-7
212,462,2,2018-12-31T23:55:21.000,2019-01-01T00:16:48.000,1,1.39,1,N,113,68,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,Noida Sec-16
213,463,4,2018-12-31T23:55:21.000,2019-01-01T00:06:47.000,1,2.68,1,N,143,236,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-52
214,464,1,2018-12-31T23:55:21.000,2019-01-01T00:06:29.000,1,1.6,1,N,41,152,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,Noida Sec-46
215,465,1,2018-12-31T23:55:20.000,2019-01-01T00:10:29.000,1,5.6,1,N,234,261,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-34
216,466,1,2018-12-31T23:55:20.000,2019-01-01T00:04:10.000,2,1.6,1,N,158,186,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-24
217,467,2,2018-12-31T23:55:20.000,2019-01-01T00:08:00.000,1,2.9,1,N,148,162,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,Noida Sec-14
218,468,1,2018-12-31T23:55:19.000,2018-12-31T23:56:58.000,2,0.2,1,N,148,232,1,3.5,0.5,0.5,1.0,0.0,0.3,5.8,Noida Sec-14
219,469,2,2018-12-31T23:55:18.000,2019-01-01T00:01:42.000,5,1.23,1,N,74,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-56
220,470,1,2018-12-31T23:55:16.000,2018-12-31T23:57:56.000,1,0.1,1,N,170,170,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-5
221,471,2,2018-12-31T23:55:16.000,2018-12-31T23:55:18.000,1,0.0,5,N,114,114,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8,Noida Sec-49
222,472,2,2018-12-31T23:55:14.000,2019-01-01T00:21:20.000,1,4.64,1,N,37,224,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3, Noida sec-82
223,473,4,2018-12-31T23:55:10.000,2019-01-01T00:02:08.000,1,1.27,1,N,144,4,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-26
224,474,1,2018-12-31T23:55:10.000,2019-01-01T00:04:32.000,2,0.9,1,N,116,244,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-40
225,475,1,2018-12-31T23:55:09.000,2019-01-01T00:02:54.000,0,1.1,1,N,186,90,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-23
226,476,2,2018-12-31T23:55:09.000,2019-01-01T00:15:08.000,1,9.15,1,N,132,177,1,26.5,0.5,0.5,8.34,0.0,0.3,36.14,Noida Sec-8
227,477,1,2018-12-31T23:55:07.000,2019-01-01T00:06:37.000,2,2.8,1,N,234,231,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-34
228,478,1,2018-12-31T23:55:06.000,2019-01-01T00:22:00.000,2,7.3,1,N,125,72,2,25.0,0.5,0.5,0.0,0.0,0.3,26.3,Noida Sec-29
229,479,1,2018-12-31T23:55:03.000,2019-01-01T00:10:18.000,0,1.5,1,N,164,161,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-12
230,480,1,2018-12-31T23:55:03.000,2019-01-01T00:07:06.000,1,4.5,1,N,264,73,3,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-30
231,481,2,2018-12-31T23:55:03.000,2019-01-01T00:05:47.000,2,2.91,1,N,48,238,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,Noida Sec-6
232,482,2,2018-12-31T23:55:02.000,2019-01-01T00:22:01.000,1,9.47,1,N,158,67,1,30.0,0.5,0.5,9.26,5.76,0.3,46.32,Noida Sec-24
233,483,2,2018-12-31T23:55:02.000,2018-12-31T23:56:27.000,1,0.18,1,N,144,144,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-26
234,484,2,2018-12-31T23:55:00.000,2019-01-01T00:03:24.000,1,2.37,1,N,236,151,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-10
235,485,2,2018-12-31T23:55:00.000,2019-01-01T00:06:49.000,1,1.19,1,N,164,164,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-12
236,486,1,2018-12-31T23:54:59.000,2019-01-01T00:35:25.000,4,18.7,2,N,132,142,1,52.0,0.0,0.5,12.0,0.0,0.3,64.8,Noida Sec-8
237,487,2,2018-12-31T23:54:59.000,2019-01-01T00:11:50.000,5,4.29,1,N,161,226,1,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-3
238,488,2,2018-12-31T23:54:56.000,2018-12-31T23:59:18.000,2,1.28,1,N,161,237,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-3
239,489,1,2018-12-31T23:54:55.000,2019-01-01T00:08:16.000,1,4.8,1,N,45,233,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-61
240,490,1,2018-12-31T23:54:55.000,2019-01-01T00:00:21.000,1,0.8,1,N,90,107,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,Noida Sec-42
241,491,1,2018-12-31T23:54:55.000,2019-01-01T00:12:30.000,1,2.3,1,N,68,79,1,12.5,0.5,0.5,2.0,0.0,0.3,15.8,Noida Sec-22
242,492,2,2018-12-31T23:54:53.000,2018-12-31T23:56:39.000,2,0.33,1,N,143,142,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-52
243,493,1,2018-12-31T23:54:53.000,2019-01-01T00:01:36.000,1,1.2,1,N,141,237,1,7.0,0.5,0.5,1.25,0.0,0.3,9.55,Noida Sec-25
244,494,2,2018-12-31T23:54:53.000,2019-01-01T00:03:34.000,6,1.68,1,N,264,264,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,Noida Sec-30
245,495,1,2018-12-31T23:54:52.000,2019-01-01T00:30:18.000,2,19.3,2,N,132,41,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,Noida Sec-8
246,496,1,2018-12-31T23:54:52.000,2019-01-01T00:29:02.000,1,15.4,1,N,233,138,2,42.5,0.5,0.5,0.0,0.0,0.3,43.8,Noida Sec-37
247,497,2,2018-12-31T23:54:52.000,2018-12-31T23:57:09.000,1,0.75,1,N,168,74,1,4.5,0.5,0.5,4.0,0.0,0.3,9.8,Noida Sec-59
248,498,2,2018-12-31T23:54:51.000,2018-12-31T23:59:04.000,1,0.8,1,N,249,158,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,Noida Sec-9
249,499,2,2018-12-31T23:54:51.000,2019-01-01T00:08:41.000,4,3.23,1,N,90,261,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,Noida Sec-42
