,Unnamed: 0,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
13,763,1,2018-12-31T23:51:21.000,2019-01-01T00:03:59.000,1,1.8,1,N,158,107,1,10.0,0.5,0.5,1.7,0.0,0.3,13.0,Noida Sec-24
14,764,1,2018-12-31T23:51:21.000,2019-01-01T00:34:47.000,1,3.4,1,N,161,50,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3,Noida Sec-3
15,765,1,2018-12-31T23:51:20.000,2018-12-31T23:54:11.000,1,0.4,1,N,263,263,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-7
16,766,1,2018-12-31T23:51:19.000,2019-01-01T00:04:11.000,2,7.8,1,N,138,170,1,22.0,0.5,0.5,8.7,5.76,0.3,37.76,Noida Sec-11
17,767,1,2018-12-31T23:51:17.000,2019-01-01T00:07:05.000,2,3.1,1,N,143,170,1,13.0,0.5,0.5,3.55,0.0,0.3,17.85,Noida Sec-52
18,768,2,2018-12-31T23:51:17.000,2018-12-31T23:53:01.000,1,0.51,1,N,263,141,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,Noida Sec-7
19,769,2,2018-12-31T23:51:15.000,2019-01-01T00:11:00.000,1,4.37,1,N,164,193,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,Noida Sec-12
20,770,2,2018-12-31T23:51:15.000,2019-01-01T00:10:36.000,1,5.91,1,N,234,24,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56,Noida Sec-34
21,771,1,2018-12-31T23:51:15.000,2018-12-31T23:58:19.000,3,1.3,1,N,75,41,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,Noida Sec-28
22,772,2,2018-12-31T23:51:14.000,2018-12-31T23:55:59.000,1,0.58,1,N,144,79,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,Noida Sec-26
23,773,2,2018-12-31T23:51:13.000,2018-12-31T23:55:11.000,1,0.88,1,N,142,239,1,5.0,0.5,0.5,1.89,0.0,0.3,8.19,Noida Sec-1
24,774,2,2018-12-31T23:51:13.000,2019-01-01T00:09:04.000,1,5.15,1,N,234,54,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56,Noida Sec-34
25,775,2,2018-12-31T23:51:12.000,2019-01-01T00:00:12.000,1,2.15,1,N,238,43,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,Noida Sec-15
26,776,2,2018-12-31T23:51:12.000,2019-01-01T00:05:16.000,3,3.28,1,N,140,41,1,13.0,0.5,0.5,3.58,0.0,0.3,19.83,Noida Sec-31
27,777,1,2018-12-31T23:51:10.000,2018-12-31T23:59:29.000,1,1.7,1,N,211,79,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,Noida Sec-35
28,778,1,2018-12-31T23:51:10.000,2018-12-31T23:58:14.000,1,1.2,1,N,148,114,1,7.0,0.5,0.5,5.0,0.0,0.3,13.3,Noida Sec-14
29,779,1,2018-12-31T23:51:09.000,2018-12-31T23:56:45.000,2,0.8,1,N,125,144,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,Noida Sec-29
30,780,2,2018-12-31T23:51:09.000,2018-12-31T23:58:03.000,1,0.84,1,N,158,90,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-24
31,781,2,2018-12-31T23:51:08.000,2019-01-01T00:12:27.000,1,4.37,1,N,243,167,1,17.5,0.5,0.5,0.0,0.0,0.3,18.8,Noida Sec-55
32,782,1,2018-12-31T23:51:08.000,2019-01-01T00:06:10.000,2,7.8,1,N,138,255,1,22.5,0.5,0.5,2.5,0.0,0.3,26.3,Noida Sec-11
33,783,2,2018-12-31T23:51:07.000,2018-12-31T23:58:25.000,6,1.33,1,N,74,152,1,7.0,0.5,0.5,2.49,0.0,0.3,10.79,Noida Sec-56
34,784,1,2018-12-31T23:51:06.000,2019-01-01T00:13:18.000,1,8.0,1,N,138,41,1,25.0,0.5,0.5,6.4,5.76,0.3,38.46,Noida Sec-11
35,785,2,2018-12-31T23:51:06.000,2018-12-31T23:53:28.000,1,0.64,1,N,238,151,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-15
36,786,1,2018-12-31T23:51:06.000,2019-01-01T00:05:09.000,2,4.2,1,N,79,140,1,14.0,0.5,0.5,3.8,0.0,0.3,19.1,Noida Sec-4
37,787,1,2018-12-31T23:51:04.000,2019-01-01T00:19:49.000,1,2.6,1,N,48,234,1,17.5,0.5,0.5,3.75,0.0,0.3,22.55,Noida Sec-6
38,788,2,2018-12-31T23:51:04.000,2019-01-01T00:00:02.000,5,0.78,1,N,186,246,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-23
39,789,2,2018-12-31T23:51:04.000,2018-12-31T23:57:15.000,1,0.31,1,N,48,48,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-6
40,790,2,2018-12-31T23:51:03.000,2018-12-31T23:59:50.000,6,2.68,1,N,142,166,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,Noida Sec-1
41,791,2,2018-12-31T23:51:03.000,2018-12-31T23:54:14.000,1,0.31,1,N,164,164,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-12
42,792,2,2018-12-31T23:51:02.000,2018-12-31T23:58:47.000,2,0.86,1,N,170,137,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-5
43,793,1,2018-12-31T23:51:02.000,2019-01-01T00:03:24.000,1,2.4,1,N,170,79,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-5
44,794,2,2018-12-31T23:51:01.000,2018-12-31T23:56:19.000,1,0.3,1,N,48,163,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-6
45,795,2,2018-12-31T23:51:01.000,2018-12-31T23:55:40.000,1,0.48,1,N,79,79,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,Noida Sec-4
46,796,2,2018-12-31T23:51:00.000,2019-01-01T00:00:29.000,1,1.34,1,N,114,231,1,7.5,0.5,0.5,0.5,0.0,0.3,9.3,Noida Sec-49
47,797,2,2018-12-31T23:51:00.000,2018-12-31T23:54:49.000,1,0.96,1,N,65,97,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-58
48,798,2,2018-12-31T23:50:59.000,2019-01-01T00:09:13.000,1,2.54,1,N,142,234,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,Noida Sec-1
49,799,2,2018-12-31T23:50:59.000,2018-12-31T23:52:40.000,1,0.25,1,N,249,249,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,Noida Sec-9
50,800,1,2018-12-31T23:50:59.000,2018-12-31T23:53:35.000,1,0.3,1,Y,144,148,4,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-26
51,801,1,2018-12-31T23:50:58.000,2019-01-01T00:04:34.000,3,3.5,1,N,249,141,1,13.0,0.5,0.5,4.25,0.0,0.3,18.55,Noida Sec-9
52,802,2,2018-12-31T23:50:56.000,2019-01-01T00:15:37.000,1,4.8,1,N,236,249,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,Noida Sec-10
53,803,1,2018-12-31T23:50:56.000,2018-12-31T23:50:56.000,1,0.0,1,N,262,264,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-41
54,804,2,2018-12-31T23:50:55.000,2018-12-31T23:56:44.000,1,0.91,1,N,239,143,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-27
55,805,1,2018-12-31T23:50:55.000,2019-01-01T00:40:37.000,2,11.4,1,N,48,134,2,43.0,0.5,0.5,0.0,5.76,0.3,50.06,Noida Sec-6
56,806,2,2018-12-31T23:50:55.000,2018-12-31T23:52:29.000,6,0.2,1,N,189,49,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-57
57,807,2,2018-12-31T23:50:54.000,2018-12-31T23:53:57.000,1,0.47,1,N,246,68,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-33
58,808,1,2018-12-31T23:50:53.000,2018-12-31T23:54:19.000,1,0.5,1,N,164,170,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,Noida Sec-12
59,809,2,2018-12-31T23:50:53.000,2019-01-01T00:01:12.000,1,0.95,1,N,170,234,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-5
60,810,1,2018-12-31T23:50:53.000,2018-12-31T23:57:37.000,1,1.1,1,N,237,141,1,6.5,0.5,0.5,2.3,0.0,0.3,10.1,Noida Sec-2
61,811,1,2018-12-31T23:50:52.000,2019-01-01T00:05:00.000,2,3.7,1,N,229,232,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,Noida Sec-18
62,812,2,2018-12-31T23:50:51.000,2019-01-01T00:07:08.000,1,3.73,1,N,229,238,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,Noida Sec-18
63,813,2,2018-12-31T23:50:51.000,2018-12-31T23:53:30.000,2,0.28,1,N,249,113,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,Noida Sec-9
64,814,2,2018-12-31T23:50:49.000,2019-01-01T00:07:47.000,1,2.32,1,N,158,148,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,Noida Sec-24
65,815,2,2018-12-31T23:50:49.000,2018-12-31T23:58:08.000,2,1.16,1,N,90,246,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,Noida Sec-42
66,816,1,2018-12-31T23:50:49.000,2019-01-01T00:17:48.000,1,2.7,1,N,79,68,1,17.5,0.5,0.5,4.7,0.0,0.3,23.5,Noida Sec-4
67,817,1,2018-12-31T23:50:48.000,2018-12-31T23:59:09.000,1,1.0,1,N,114,79,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,Noida Sec-49
68,818,1,2018-12-31T23:50:47.000,2019-01-01T00:21:49.000,1,2.1,1,N,170,50,1,18.5,0.5,0.5,0.0,0.0,0.3,19.8,Noida Sec-5
69,819,2,2018-12-31T23:50:47.000,2018-12-31T23:58:43.000,1,1.46,1,N,107,4,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-50
70,820,1,2018-12-31T23:50:46.000,2019-01-01T00:06:53.000,1,4.4,1,N,107,262,1,16.5,0.5,0.5,4.45,0.0,0.3,22.25,Noida Sec-50
71,821,1,2018-12-31T23:50:46.000,2019-01-01T00:15:59.000,1,16.8,2,N,132,233,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,Noida Sec-8
72,822,2,2018-12-31T23:50:44.000,2018-12-31T23:53:43.000,3,0.32,1,N,142,43,1,4.0,0.5,0.5,1.32,0.0,0.3,6.62,Noida Sec-1
73,823,2,2018-12-31T23:50:43.000,2018-12-31T23:55:38.000,5,0.34,1,N,161,170,1,5.0,0.5,0.5,2.0,0.0,0.3,8.3,Noida Sec-3
74,824,1,2018-12-31T23:50:39.000,2018-12-31T23:58:48.000,1,0.6,1,N,161,161,1,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-3
75,825,1,2018-12-31T23:50:39.000,2019-01-01T00:09:05.000,1,6.6,1,N,262,144,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,Noida Sec-41
76,826,1,2018-12-31T23:50:39.000,2019-01-01T00:04:10.000,1,1.9,1,N,249,170,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8,Noida Sec-9
77,827,1,2018-12-31T23:50:39.000,2018-12-31T23:52:21.000,1,0.1,1,N,75,75,1,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-28
78,828,1,2018-12-31T23:50:38.000,2019-01-01T00:19:40.000,1,5.8,1,N,231,61,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,Noida Sec-20
79,829,2,2018-12-31T23:50:38.000,2019-01-01T00:20:04.000,1,8.47,1,N,116,129,2,27.5,0.5,0.5,0.0,5.76,0.3,34.56,Noida Sec-40
80,830,2,2018-12-31T23:50:37.000,2018-12-31T23:56:34.000,1,0.98,1,N,236,262,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,Noida Sec-10
81,831,2,2018-12-31T23:50:36.000,2018-12-31T23:54:30.000,1,0.49,1,N,237,162,1,4.5,0.5,0.5,1.0,0.0,0.3,6.8,Noida Sec-2
82,832,1,2018-12-31T23:50:36.000,2018-12-31T23:54:50.000,1,0.7,1,N,113,79,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,Noida Sec-16
83,833,1,2018-12-31T23:50:34.000,2018-12-31T23:53:14.000,1,0.5,1,N,50,48,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-17
84,834,2,2018-12-31T23:50:33.000,2018-12-31T23:58:47.000,1,0.8,1,N,140,141,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-31
85,835,1,2018-12-31T23:50:33.000,2019-01-01T00:03:13.000,1,2.9,1,N,162,262,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,Noida Sec-19
86,836,2,2018-12-31T23:50:33.000,2018-12-31T23:55:42.000,2,1.52,1,N,236,239,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,Noida Sec-10
87,837,2,2018-12-31T23:50:32.000,2018-12-31T23:52:13.000,1,0.05,1,N,246,48,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-33
88,838,2,2018-12-31T23:50:32.000,2019-01-01T00:01:03.000,1,2.56,1,N,43,151,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8,Noida Sec-21
89,839,1,2018-12-31T23:50:31.000,2018-12-31T23:57:11.000,1,1.7,1,N,263,74,1,8.0,0.5,0.5,2.0,0.0,0.3,11.3,Noida Sec-7
90,840,1,2018-12-31T23:50:31.000,2019-01-01T00:12:00.000,1,8.8,1,N,138,170,1,27.5,0.5,0.5,6.9,5.76,0.3,41.46,Noida Sec-11
91,841,2,2018-12-31T23:50:31.000,2019-01-01T00:00:15.000,1,2.31,1,N,170,249,1,9.0,0.5,0.5,3.09,0.0,0.3,13.39,Noida Sec-5
92,842,1,2018-12-31T23:50:29.000,2019-01-01T00:01:37.000,1,0.7,1,N,68,186,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,Noida Sec-22
93,843,2,2018-12-31T23:50:29.000,2019-01-01T00:17:55.000,2,7.81,1,N,161,102,2,27.0,0.5,0.5,0.0,5.76,0.3,34.06,Noida Sec-3
94,844,2,2018-12-31T23:50:28.000,2018-12-31T23:55:01.000,1,0.24,1,N,48,48,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-6
95,845,2,2018-12-31T23:50:28.000,2019-01-01T01:29:48.000,5,9.93,1,N,163,146,1,59.0,0.5,0.5,21.99,13.0,0.3,95.29,Noida Sec-13
96,846,2,2018-12-31T23:50:28.000,2018-12-31T23:54:02.000,1,0.38,1,N,144,148,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,Noida Sec-26
97,847,2,2018-12-31T23:50:28.000,2019-01-01T00:10:36.000,2,10.15,1,N,138,97,2,29.5,0.5,0.5,0.0,0.0,0.3,30.8,Noida Sec-11
98,848,2,2018-12-31T23:50:27.000,2018-12-31T23:54:31.000,1,0.85,1,N,113,224,1,5.0,0.5,0.5,1.89,0.0,0.3,8.19,Noida Sec-16
99,849,1,2018-12-31T23:50:27.000,2018-12-31T23:54:17.000,2,0.1,1,N,48,48,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-6
100,850,2,2018-12-31T23:50:26.000,2018-12-31T23:59:51.000,2,1.43,1,N,161,137,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,Noida Sec-3
101,851,1,2018-12-31T23:50:24.000,2019-01-01T00:00:55.000,1,2.0,1,N,142,140,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-1
102,852,1,2018-12-31T23:50:24.000,2019-01-01T00:04:09.000,1,1.6,1,N,24,238,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,Noida Sec-66
103,853,2,2018-12-31T23:50:24.000,2019-01-01T00:07:29.000,1,2.17,1,N,68,79,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3,Noida Sec-22
104,854,1,2018-12-31T23:50:24.000,2019-01-01T00:34:53.000,0,23.8,1,N,138,265,1,64.5,0.5,0.5,10.0,16.26,0.3,92.06,Noida Sec-11
105,855,1,2018-12-31T23:50:23.000,2018-12-31T23:54:50.000,1,1.0,1,N,151,238,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-32
106,856,1,2018-12-31T23:50:23.000,2018-12-31T23:54:58.000,1,0.7,1,N,142,143,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,Noida Sec-1
107,857,2,2018-12-31T23:50:22.000,2019-01-01T00:05:57.000,1,3.71,1,N,68,151,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,Noida Sec-22
108,858,1,2018-12-31T23:50:22.000,2018-12-31T23:57:07.000,2,1.3,1,N,263,75,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-7
109,859,1,2018-12-31T23:50:21.000,2019-01-01T00:02:11.000,1,2.7,1,N,151,244,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,Noida Sec-32
110,860,2,2018-12-31T23:50:21.000,2019-01-01T00:09:27.000,1,4.02,1,N,263,246,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,Noida Sec-7
111,861,2,2018-12-31T23:50:19.000,2019-01-01T00:00:35.000,2,1.55,1,N,237,229,1,8.5,0.5,0.5,3.0,0.0,0.3,12.8,Noida Sec-2
112,862,1,2018-12-31T23:50:19.000,2018-12-31T23:51:55.000,1,0.5,1,N,141,233,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-25
113,863,2,2018-12-31T23:50:17.000,2018-12-31T23:58:22.000,1,0.64,1,N,162,161,1,6.5,0.5,0.5,2.34,0.0,0.3,10.14,Noida Sec-19
114,864,1,2018-12-31T23:50:16.000,2019-01-01T00:05:25.000,2,3.3,1,N,152,119,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,Noida Sec-65
115,865,1,2018-12-31T23:50:15.000,2019-01-01T00:05:34.000,2,4.1,1,N,229,24,1,15.0,0.5,0.5,2.45,0.0,0.3,18.75,Noida Sec-18
116,866,2,2018-12-31T23:50:14.000,2019-01-01T00:04:20.000,1,2.4,1,N,48,90,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,Noida Sec-6
117,867,2,2018-12-31T23:50:13.000,2019-01-01T00:16:04.000,2,3.23,1,N,209,234,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56,Noida Sec-64
118,868,2,2018-12-31T23:50:13.000,2019-01-01T00:00:03.000,3,2.77,1,N,263,170,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,Noida Sec-7
119,869,2,2018-12-31T23:50:12.000,2018-12-31T23:58:40.000,1,1.47,1,N,79,107,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,Noida Sec-4
120,870,2,2018-12-31T23:50:11.000,2018-12-31T23:55:20.000,1,0.69,1,N,100,170,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-63
121,871,2,2018-12-31T23:50:11.000,2018-12-31T23:55:40.000,1,0.39,1,N,161,161,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-3
122,872,2,2018-12-31T23:50:11.000,2019-01-01T00:05:18.000,1,4.33,1,N,75,152,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-28
123,873,2,2018-12-31T23:50:11.000,2019-01-01T00:13:02.000,1,6.14,1,N,249,151,1,21.5,0.5,0.5,6.84,0.0,0.3,29.64,Noida Sec-9
124,874,2,2018-12-31T23:50:11.000,2018-12-31T23:54:31.000,2,0.61,1,N,263,236,1,5.0,0.5,0.5,1.58,0.0,0.3,7.88,Noida Sec-7
125,875,1,2018-12-31T23:50:10.000,2019-01-01T00:21:30.000,1,9.9,1,N,162,243,2,32.5,0.5,0.5,0.0,0.0,0.3,33.8,Noida Sec-19
126,876,2,2018-12-31T23:50:10.000,2018-12-31T23:57:46.000,1,1.21,1,N,88,209,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-62
127,877,1,2018-12-31T23:50:08.000,2019-01-01T00:04:58.000,1,2.1,1,N,161,90,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,Noida Sec-3
128,878,2,2018-12-31T23:50:07.000,2018-12-31T23:50:56.000,1,0.16,1,N,79,79,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-4
129,879,1,2018-12-31T23:50:07.000,2019-01-01T00:09:31.000,0,7.6,1,N,132,95,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,Noida Sec-8
130,880,2,2018-12-31T23:50:06.000,2019-01-01T00:15:26.000,6,3.96,1,N,237,90,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,Noida Sec-2
131,881,2,2018-12-31T23:50:06.000,2018-12-31T23:58:12.000,6,0.75,1,N,170,170,1,6.5,0.5,0.5,0.39,0.0,0.3,8.19,Noida Sec-5
132,882,2,2018-12-31T23:50:05.000,2018-12-31T23:59:00.000,1,0.88,1,N,164,170,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-12
133,883,2,2018-12-31T23:50:04.000,2018-12-31T23:58:22.000,1,1.34,1,N,107,144,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,Noida Sec-50
134,884,2,2018-12-31T23:50:04.000,2018-12-31T23:56:55.000,1,0.76,1,N,68,234,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-22
135,885,2,2018-12-31T23:50:03.000,2018-12-31T23:53:16.000,1,0.39,2,N,45,87,1,52.0,0.0,0.5,3.0,0.0,0.3,55.8,Noida Sec-61
136,886,1,2018-12-31T23:50:01.000,2018-12-31T23:52:40.000,1,0.6,1,N,87,231,3,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-60
137,887,2,2018-12-31T23:50:01.000,2018-12-31T23:51:59.000,5,0.47,1,N,43,237,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-21
138,888,2,2018-12-31T23:50:01.000,2018-12-31T23:53:30.000,1,0.72,1,N,233,229,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-37
139,889,2,2018-12-31T23:50:01.000,2018-12-31T23:52:59.000,1,0.43,1,N,211,144,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-35
140,890,2,2018-12-31T23:50:01.000,2018-12-31T23:59:06.000,1,1.69,1,N,142,238,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-1
141,891,4,2018-12-31T23:50:00.000,2018-12-31T23:59:05.000,1,1.61,1,N,75,74,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-28
142,892,1,2018-12-31T23:50:00.000,2019-01-01T00:10:09.000,1,3.8,1,N,142,107,3,16.0,0.5,0.5,0.0,0.0,0.3,17.3,Noida Sec-1
143,893,2,2018-12-31T23:49:59.000,2019-01-01T00:01:43.000,2,1.85,1,N,148,137,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,Noida Sec-14
144,894,2,2018-12-31T23:49:58.000,2018-12-31T23:51:21.000,1,0.49,1,N,263,263,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-7
145,895,1,2018-12-31T23:49:57.000,2019-01-01T00:11:43.000,1,16.2,2,N,132,137,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,Noida Sec-8
146,896,1,2018-12-31T23:49:56.000,2018-12-31T23:58:47.000,2,1.7,1,N,264,264,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6,Noida Sec-30
147,897,1,2018-12-31T23:49:56.000,2018-12-31T23:51:42.000,1,0.4,1,N,141,141,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-25
148,898,1,2018-12-31T23:49:55.000,2018-12-31T23:55:23.000,1,1.5,1,N,125,261,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-29
149,899,1,2018-12-31T23:49:53.000,2019-01-01T00:25:45.000,1,5.6,5,N,170,265,1,60.0,0.0,0.0,10.0,10.5,0.3,80.8,Noida Sec-5
150,900,1,2018-12-31T23:49:53.000,2019-01-01T00:35:27.000,1,8.7,1,N,114,164,2,34.5,0.5,0.5,0.0,0.0,0.3,35.8,Noida Sec-49
151,901,2,2018-12-31T23:49:53.000,2019-01-01T00:17:37.000,1,10.78,1,N,164,127,1,33.0,0.5,0.5,2.0,0.0,0.3,36.3,Noida Sec-12
152,902,1,2018-12-31T23:49:50.000,2019-01-01T00:10:12.000,1,9.0,1,N,125,244,1,27.0,0.5,0.5,10.0,0.0,0.3,38.3,Noida Sec-29
153,903,2,2018-12-31T23:49:50.000,2019-01-01T00:18:01.000,1,4.05,1,N,43,142,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,Noida Sec-21
